,地址,经度,纬度,等级
顾村镇社区卫生服务中心星星村卫生室,顾村镇星星村,121.40673106560322,31.378491297782997,一级
大场镇祁连社区卫生服务中心三星社区卫生服务站,大场镇锦秋路2453号,121.35238736218474,31.321713602122045,一级
大场镇祁连社区卫生服务中心五星社区卫生服务站,大场镇真陈路900号,121.34314599708598,31.30762452127971,一级
大场镇祁连社区卫生服务中心丰收村社区卫生服务站,聚丰园路628弄165号会所一楼,121.36769897372508,31.312831575719134,一级
大场镇第三社区卫生服务中心南大社区卫生服务站,南大路600号,121.44087802599746,31.024545547089136,一级
大场镇第三社区卫生服务中心场中社区卫生服务站,沪太支路1107弄8号,121.41766044402847,31.300762631251782,一级
大场镇第三社区卫生服务中心联东社区卫生服务站,沪太路3156号,121.40274867280696,31.319674056270337,一级
月浦镇盛桥社区卫生服务中心月狮社区卫生服务站,盛桥钱陆路西侧,121.38734130464469,31.447395647299608,一级
月浦镇盛桥社区卫生服务中心聚源桥社区卫生服务站,月浦镇聚源桥村委会西侧,121.38064434156364,31.441198916871823,一级
月浦镇盛桥社区卫生服务中心盛星社区卫生服务站,石太路365号,121.36764281490515,31.441169273758582,一级
庙行镇社区卫生服务中心场北社区卫生服务站,场北路835号,121.39479717402108,31.12384521279059,一级
庙行镇社区卫生服务中心康家社区卫生服务站,共康路601号,121.42899806483052,31.32288912046303,一级
月浦镇社区卫生服务中心乐业社区卫生服务站,月浦镇德都路218弄68号,121.42008144395824,31.41241598948641,一级
罗泾镇社区卫生服务中心合建村社区卫生服务站,罗泾镇合建村,121.3316221579866,31.46831757807051,一级
罗泾镇社区卫生服务中心潘桥村社区卫生服务站,罗泾镇潘桥村,121.3220888836493,31.456733150895417,一级
罗泾镇社区卫生服务中心新苗村社区卫生服务站,罗泾镇新苗村,121.31157826502219,31.485312620730376,一级
罗泾镇社区卫生服务中心新陆村社区卫生服务站,罗泾镇新陆村,121.32386431774019,31.496983323250245,一级
罗泾镇社区卫生服务中心花红村社区卫生服务站,罗泾镇花红村,121.33562216660904,31.4918968137792,一级
罗泾镇社区卫生服务中心宝虹家园社区卫生服务站,罗泾镇陈川路555弄南大门二楼,121.32964174692603,31.47850141809647,一级
罗泾镇社区卫生服务中心宝悦社区卫生服务站,罗泾镇罗宁路3030弄142号,121.32470327141387,31.486938374189755,一级
大场镇大场社区卫生服务中心大华三村社区卫生服务站,行知路559号,121.40787982320225,31.285267283250857,一级
罗店镇社区卫生服务中心蔡家弄社区卫生服务站,罗店镇蔡家弄村,121.36521279403075,31.37826706756459,一级
罗店镇社区卫生服务中心毛家社区卫生服务站,罗店镇毛家村毛家路398号,121.38176147748995,31.429444923192012,一级
罗店镇社区卫生服务中心束里桥社区卫生服务站,罗店镇罗东路100号,121.373010711321,31.421376224063394,一级
罗店镇社区卫生服务中心光明社区卫生服务站,罗店镇光明村,121.36903776175362,31.431650903249032,一级
罗店镇社区卫生服务中心四方社区卫生服务站,罗店镇石太路3605号,121.33459473192293,31.431274067576936,一级
罗店镇社区卫生服务中心联合社区卫生服务站,罗店镇联合村联杨路4568号,121.3188525330342,31.407749115103215,一级
罗店镇社区卫生服务中心远景社区卫生服务站,罗店镇远景村,121.33208793130085,31.40144453494155,一级
罗店镇社区卫生服务中心南周社区卫生服务站,罗店镇联杨路2758号,121.31834456690967,31.40918869705492,一级
罗店镇社区卫生服务中心北金社区卫生服务站,罗店镇北金村长联路220号,121.33571276352356,31.379469138457594,一级
罗店镇社区卫生服务中心十年社区卫生服务站,罗店镇东太东路十年路路口,121.36691594070399,31.394267238453935,一级
罗店镇社区卫生服务中心朱家店社区卫生服务站,罗店镇朱家店村东太路,121.35816128343303,31.38693600918899,一级
罗店镇社区卫生服务中心金星绿苑社区卫生服务站,罗店镇祁北东路,121.36736910850908,31.430749050239143,一级
罗店镇社区卫生服务中心天平社区卫生服务站,罗店镇罗东路石太路南首,121.36517839590412,31.440451428842323,一级
罗店镇社区卫生服务中心王家社区卫生服务站,罗店镇潘泾路1245号,121.38296008012964,31.38957484005394,一级
罗店镇社区卫生服务中心富丽苑社区卫生服务站,罗店镇富南路199弄55号,121.36155429372795,31.391110013198134,一级
菊泉新城社区卫生服务中心沈杨村社区卫生服务站,顾村镇顾陈路585号,121.36854409009011,31.33266925162456,一级
菊泉新城社区卫生服务中心陈行村社区卫生服务站,顾村镇顾陈路1607号,121.36854409009011,31.33266925162456,一级
菊泉新城社区卫生服务中心老安村社区卫生服务站,顾村镇潘广路995号,121.371538042834,31.369227609481253,一级
菊泉新城社区卫生服务中心归王村社区卫生服务站,顾村镇陈陆路84号,121.35152249306181,31.361916969444948,一级
菊泉新城社区卫生服务中心广福村社区卫生服务站,顾村镇宝安公路2158号,121.28029903597685,31.333156471184143,一级
菊泉新城社区卫生服务中心正义村社区卫生服务站,顾村镇刘广路2200弄28号,121.3500491702065,31.352235573259478,一级
菊泉新城社区卫生服务中心沈宅村社区卫生服务站,顾村镇联杨路886弄6号,121.28029903597685,31.333156471184143,一级
杨行镇社区卫生服务中心北宗社区卫生服务站,杨行镇北宗村杨宗路,121.40720342073064,31.388577470316868,一级
杨行镇社区卫生服务中心城西二村社区卫生服务站,富杨路460号,121.42864013953502,31.395478805015404,一级
杨行镇社区卫生服务中心大黄社区卫生服务站,蕴川路1188弄38号,121.42610923023133,31.360054325882288,一级
杨行镇社区卫生服务中心大黄馨园社区卫生服务站,水产西路489弄4号,121.41564209186508,31.361291095308896,一级
杨行镇社区卫生服务中心东街社区卫生服务站,宝杨路3115号,121.4372025668386,31.37800323786097,一级
杨行镇社区卫生服务中心康桥水都社区卫生服务站,莲花山路2600弄88号2楼,121.4392400084329,31.36490194306033,一级
杨行镇社区卫生服务中心湄浦社区卫生服务站,杨行镇湄浦村村民委员会,121.38389470178447,31.409239761587454,一级
杨行镇社区卫生服务中心泗塘社区卫生服务站,克山路1号,121.4633639890971,31.400950673930737,一级
杨行镇社区卫生服务中心西浜社区卫生服务站,杨行镇西浜村泰和路1969号,121.43664796069022,31.360424854772578,一级
杨行镇社区卫生服务中心东方丽都社区卫生服务站,杨行镇友谊西路2858弄7号102室,121.43018448735157,31.3869384531378,一级
顾村镇社区卫生服务中心朱家弄村社区卫生服务站,顾村镇朱家弄村,121.38294222347952,31.342448952449242,一级
顾村镇社区卫生服务中心谭杨村社区卫生服务站,顾村镇潘泾路,121.3967001761987,31.362585531946735,一级
宝山区顾村镇第三社区卫生服务中心,宝山区顾村镇丹霞山路349号,121.3567516359371,31.365109821374272,一级
外冈镇社区卫生服务中心周泾村卫生室,外冈镇周泾村凯泉路680号,121.13953974646259,31.335696491250257,一级
上海市嘉定区江桥镇社区卫生服务中心嘉峪关路社区卫生服务站,上海市嘉定区江桥镇嘉峪关路368号,121.30945629798494,31.273090827569206,一级
嘉定区黄渡镇社区卫生服务中心顾家村社区卫生服务站,嘉定区黄渡镇顾家村,121.20321525232796,31.29743213327137,一级
嘉定区黄渡镇社区卫生服务中心老宅村社区卫生服务站,嘉定区黄渡镇老宅村,121.22108269819952,31.289190086633518,一级
嘉定区真新社区卫生服务中心铜川社区卫生服务站,嘉定区真新街道铜川路2554号,121.36442547779862,31.25786413442396,一级
嘉定区马陆镇社区卫生服务中心北管社区卫生服务站,马陆镇北陈路491号,121.32081936226751,31.33471630422974,一级
嘉定区精神卫生中心,嘉定区外冈镇望安路701号,121.14216317670133,31.348137379754593,二级
嘉定区江桥镇社区卫生服务中心太平社区卫生服务站,江桥镇太平村,121.25751467134623,31.279272085247815,一级
嘉定区马陆镇社区卫生服务中心仓场社区卫生服务站,马陆镇丰登路2800号,121.27844365893543,31.358239073649703,一级
嘉定区马陆镇社区卫生服务中心李家社区卫生服务站,马陆镇宝安公路2441号,121.32888176421888,31.34856901475186,一级
嘉定区马陆镇社区卫生服务中心大宏社区卫生服务站,马陆镇横仓路大桥小队,121.28346256985164,31.362180491555137,一级
嘉定区马陆镇社区卫生服务中心嘉新社区服务站,马陆镇立新路80号嘉新小区内,121.28462824377121,31.390287254550774,一级
嘉定区安亭镇社区卫生服务中心桃园社区卫生服务站,嘉定区安亭镇方南路401弄121号,121.2140906184562,31.311302424682623,一级
上海同颐庆堂中医门诊部(限中医科的中药饮片和中药煎药费费用),上海市嘉定区南大街318号二楼,121.3991021323432,31.24947737370835,一级
上海嘉园医院,上海市嘉定区安亭镇新源路941-949号,121.14806671418943,31.30346370844399,一级
上海市嘉定区迎园医院第二执业点,上海市嘉定区复华路7号2楼,121.27071725840288,31.377120232317885,一级
嘉定区马陆镇社区卫生服务中心包桥社区卫生服务站,马陆镇宝安公路2888弄243号,121.29189668237792,31.34013483313791,一级
嘉定区外冈镇社区卫生服务中心望新社区卫生服务站,外冈镇望安路676号,121.1445845588325,31.34715872805496,一级
嘉定区马陆镇社区卫生服务中心金马社区卫生服务站,马陆镇封周路631弄15号,121.26426495706066,31.33129786373954,一级
嘉定区安亭镇社区卫生服务中心梅园社区卫生服务站,嘉定区安亭镇园国路兰园别墅小区内,121.3144147106796,31.371903022833408,一级
嘉定区安亭镇社区卫生服务中心,嘉定区安亭镇民丰路1200号,121.14325854106241,31.308304666264853,一级
嘉定区安亭镇社区卫生服务中心新镇社区卫生服务站,嘉定区安亭镇安诚路315号,121.16575047611506,31.270865353923078,一级
嘉定区安亭镇社区卫生服务中心向阳社区卫生服务站,嘉定区安亭镇蓬青东路339弄228号,121.13467643396727,31.305941129925145,一级
嘉定区南翔镇社区卫生服务中心南华社区卫生服务站,嘉定区南翔镇南华路101弄15号,121.30371128270852,31.290105151376743,一级
嘉定区马陆镇社区卫生服务中心大裕社区卫生服务站,嘉定区马陆镇刘石路37号,121.31117989720022,31.38426629517935,一级
嘉定区菊园新区社区卫生服务中心竹筱社区卫生服务站,西官路258号,121.22704154073789,31.38119999163634,一级
嘉定区安亭镇社区卫生服务中心吴胜社区卫生服务站,嘉定区安亭镇吴胜别墅内,121.18868450483558,31.299541498633367,一级
上海逸养中医门诊部,上海市嘉定区新成路街道塔城路5号,121.2564800295973,31.388345599622454,一级
上海嘉华医院,清河路450号,121.22983340945832,31.37913935535413,一级
上海安国医院,曹安路1991号,121.34730679341641,31.257865861322806,一级
嘉定工业区社区卫生服务中心越华社区卫生服务站,嘉朱公路1125弄191号,121.1988767779881,31.3992091533697,一级
嘉定工业区社区卫生服务中心天华社区卫生服务站,汇善路1322弄177号,121.1990592922311,31.408363911055492,一级
嘉定区菊园新区社区卫生服务中心六里新家园社区卫生服务站,嘉安公路1735弄558号,121.21021761231813,31.34969105789501,一级
嘉定区金沙新城社区卫生服务中心,嘉定区江桥镇金沙江西路金耀路口,121.30731679740126,31.24037011528218,一级
嘉定区黄渡镇社区卫生服务中心绿苑七村社区卫生服务站,嘉定区黄渡镇绿苑七村,121.22203116802174,31.26992492477109,一级
嘉定区黄渡镇社区卫生服务中心联西村社区卫生服务站,嘉定区黄渡镇联西村,121.24677051055089,31.27427901150938,一级
嘉定区黄渡镇社区卫生服务中心星塔村社区卫生服务站,嘉定区黄渡镇星塔村星塔路,121.2336390995222,31.28612661790795,一级
嘉定区黄渡镇社区卫生服务中心联星村社区卫生服务站,嘉定区黄渡镇联星村,121.25806906561706,31.270365574394276,一级
上海交通大学医学院附属瑞金医院北院,嘉定区希望路999号,121.25449147117749,31.337450874492358,三级
嘉定区中医医院南门中医门诊部（临时执业点）,启良路120号,121.2471896396829,31.389458619682017,二级
嘉定区江桥镇社区卫生服务中心高潮社区卫生服务站,黄家花园路88弄105号,121.31690320276745,31.254535885211556,一级
嘉定区嘉定镇街道社区卫生服务中心梅园社区卫生服务站,梅园新村300弄居委内,121.23850876189405,31.38882004439096,一级
上海同翔医院,嘉定区南翔镇民主街125弄18号,121.3069850425995,31.292484329138805,一级
嘉定区嘉定镇街道社区卫生服务中心小囡桥社区卫生服务站,嘉定区嘉定镇塔城路432号,121.24251079421585,31.381118046228945,一级
上海海华医院,嘉定区江桥镇海波路358号,121.33424658784551,31.269119456066274,二级
上海曹安医院,嘉定区江桥镇曹安公路4312号,121.24149558229739,31.277354509649086,一级
第二军医大学第三附属医院（上海东方肝胆外科医院）,嘉定区墨玉北路700号,121.15761048774739,31.323538222997083,三级
嘉定区马陆镇社区卫生服务中心远香舫社区卫生服务站,洪德路158号,121.25798443697244,31.36070150043718,一级
上海瑞尚中医门诊部,上海市嘉定区马陆镇希望路982号一层-1,121.2500513559405,31.337087198022175,一级
嘉定区中心医院,城北路1号,121.23501480117815,31.389598707334425,二级
嘉定区安亭医院,安亭镇昌吉路204号,121.15671893562543,31.29765849866846,二级
嘉定区南翔医院,南翔镇众仁路495号,121.31784370727932,31.293506644991698,二级
嘉定区中医医院,嘉定镇博乐路222号,121.24716162934365,31.389644567424398,二级
嘉定区妇幼保健院,嘉定区高台路1216号,121.24231628615784,31.351808406231783,二级
嘉定区牙病防治所,塔城路5号,121.2564800295973,31.388345599622454,二级
嘉定区嘉定镇街道社区卫生服务中心第二执业点,塔城路432号,121.24251079421585,31.381118046228945,一级
嘉定区嘉定镇街道社区卫生服务中心,北大街128号,121.24445201550184,31.38945968750195,一级
嘉定区嘉定镇街道社区卫生服务中心嘉中社区卫生服务站,嘉定镇李园二村59号北,121.24683129780104,31.39426725154173,一级
嘉定区真新社区卫生服务中心,真新丰庄路255号,121.35709336906858,31.24659225970642,一级
嘉定工业区社区卫生服务中心,嘉定工业区嘉朱公路1650号,121.19169756711877,31.40990583351762,一级
嘉定工业区社区卫生服务中心分中心,嘉定区宝钱公路2890号,121.11490524542435,31.364603842389812,一级
嘉定工业区社区卫生服务中心富蕴社区卫生服务站,嘉定工业区富蕴路195弄38号,121.24397287953127,31.367944243932758,一级
嘉定区安亭镇社区卫生服务中心分中心,嘉定区安亭镇嘉松北路4018号,121.20888798472893,31.324825209288026,一级
嘉定区安亭镇社区卫生服务中心红梅社区卫生服务站,昌吉路231弄3号,121.15534129170283,31.296682363807378,一级
上海颐康中医医院,上海市嘉定区澄浏中路3000号3幢二层、4幢,121.27450875512976,31.38604176176643,一级
上海市嘉定工业区社区卫生服务中心南区分中心,上海市嘉定工业区富蕴路248号,121.24447267947424,31.369898641959878,一级
嘉定区安亭镇社区卫生服务中心桂园社区卫生服务站,翔黄公路801弄桂园小区149号,121.24930394077234,31.309362575349734,一级
嘉定区华亭镇社区卫生服务中心,华亭镇嘉行公路3285号,121.23357965329134,31.467348101904154,一级
嘉定区安亭镇黄渡社区卫生服务中心,黄渡镇新黄路10号,121.2143421204977,31.273477939029817,一级
嘉定区黄渡镇社区卫生服务中心绿苑五村社区卫生服务站,黄渡镇绿苑五村,121.20208290380492,31.281260090988265,一级
嘉定区黄渡镇社区卫生服务中心联群村社区卫生服务站,黄渡镇联群村,121.24186749034527,31.278630025778433,一级
嘉定区黄渡镇社区卫生服务中心泥岗村社区卫生服务站,黄渡镇泥岗村,121.19667561754693,31.26453705903967,一级
嘉定区马陆镇社区卫生服务中心,沪宜公路2091号,121.28045692298394,31.331660813614885,一级
嘉定区马陆镇社区卫生服务中心戬浜分中心,戬浜镇大治路460号,121.29420500180538,31.378529604860827,一级
嘉定区马陆镇社区卫生服务中心双善社区卫生服务站,马陆镇双单路36弄9号,121.27763719941613,31.342163467718517,一级
嘉定区外冈镇社区卫生服务中心,外岗镇祁昌路355号,121.16645469068649,31.366746859872404,一级
嘉定区徐行镇社区卫生服务中心,嘉定徐行镇开源路5号,121.30063241355712,31.43333101891246,一级
嘉定区徐行镇社区卫生服务中心徐行社区卫生服务站,嘉定区徐行镇澄浏公路457弄37临,121.26786517869732,31.415555827618206,一级
嘉定区迎园医院,墅沟路400号,121.26657044518706,31.38142449691793,一级
嘉定区江桥镇社区卫生服务中心,江桥镇虞姬墩路48号,121.33904416138452,31.256472057326334,一级
嘉定区江桥镇社区卫生服务中心封浜分中心,嘉定区江桥镇翔封路145号,121.29024843426849,31.273486166206954,一级
嘉定区江桥镇社区卫生服务中心丰江路执业点,嘉定江桥镇丰江路158号,121.34370334836314,31.255642067785598,一级
嘉定区菊园新区社区卫生服务中心,平城路785号,121.24551401357397,31.399963687793523,一级
嘉定区菊园新区社区卫生服务中心青冈社区卫生服务站,菊园新区青冈村811号,121.20333827560762,31.369786438212255,一级
嘉定区南翔镇社区卫生服务中心,嘉定区南翔镇民主街97号,121.30650299263583,31.293602750981933,一级
上海大宅门诊部,嘉定区江桥镇高潮路781弄105号,121.31930812308187,31.249999310242345,一级
嘉定区华亭镇社区卫生服务中心分中心,华亭镇华谊一路180号,121.28019819419711,31.47313105016158,一级
南翔镇社区卫生服务中心新裕村卫生室,南翔镇胜辛南路455弄,121.2660271555143,31.297390425966842,一级
南翔镇社区卫生服务中心永丰村卫生室,南翔镇惠裕路838号,121.27075322172274,31.306739717807012,一级
南翔镇社区卫生服务中心永乐村卫生室,南翔镇永乐村翔乐路26号,121.29839998194399,31.293821802122082,一级
南翔镇社区卫生服务中心红翔村卫生室,南翔镇老翔黄公路215弄4号,121.29867012083527,31.28582359550586,一级
南翔镇社区卫生服务中心新丰村卫生室,南翔镇新丰村新勤路488号,121.29715402901677,31.32245081447058,一级
南翔镇社区卫生服务中心浏翔村卫生室,南翔镇静唐路1058号,121.32073296547595,31.318451424077736,一级
南翔镇社区卫生服务中心曙光村卫生室,南翔镇丰翔路3055弄155号,121.32265902512944,31.3015372310922,一级
南翔镇社区卫生服务中心静华村卫生室,南翔镇陈翔路2288弄248号,121.29593728050254,31.31266349131968,一级
外冈镇社区卫生服务中心甘柏村卫生室,外冈镇宝钱公路4560号,121.16339294420244,31.395817326272628,一级
外冈镇社区卫生服务中心巨门村卫生室,外冈镇巨门村424号,121.14489573070189,31.36325689304174,一级
华亭镇社区卫生服务中心联一村卫生室,华亭镇霜竹路棋盘桥西堍,121.29741582734472,31.481360415269013,一级
华亭镇社区卫生服务中心联三村卫生室,华亭镇沪华中路111弄1号,121.29734569641032,31.472920084670285,一级
华亭镇社区卫生服务中心金吕村卫生室,华亭镇金吕村向华路501号,121.28889023465574,31.455991709932512,一级
华亭镇社区卫生服务中心华亭村卫生室,华亭镇浏翔公路6661号,121.27984870713702,31.46168572501518,一级
华亭镇社区卫生服务中心北新村卫生室,华亭镇高石路徐星路口南,121.26464132097952,31.463439276043,一级
华亭镇社区卫生服务中心北新村徐村卫生室,华亭镇霜竹路830号,121.30722295113684,31.48458076313627,一级
华亭镇社区卫生服务中心毛桥村卫生室,华亭镇霜竹路1268号,121.24724831673149,31.47514505948098,一级
华亭镇社区卫生服务中心唐行村卫生室,华亭镇嘉行公路2935号,121.2396331012639,31.457277094940896,一级
华亭镇社区卫生服务中心塔桥村卫生室,华亭镇嘉行公路2681号,121.24364620105744,31.4464939555372,一级
华亭镇社区卫生服务中心连俊村卫生室,华亭镇连俊村6组,121.22508558232789,31.458419897428517,一级
华亭镇社区卫生服务中心双塘村卫生室,华亭镇双塘村24号,121.23092549558132,31.478694672650903,一级
嘉定工业区社区卫生服务中心娄东村先塘卫生室,嘉定工业区赵庵路2388弄18号,121.20998957688147,31.45216627687991,一级
嘉定工业区社区卫生服务中心陆渡村卫生室,嘉定工业区娄陆公路1023号,121.19313950401535,31.46394355857195,一级
嘉定工业区社区卫生服务中心灯塔村卫生室,嘉定工业区嘉朱公路138号,121.18910863210097,31.412550783399084,一级
嘉定工业区社区卫生服务中心雨花村和平卫生室,嘉定工业区雨化村和平1160号,121.16346209572617,31.418923206819205,一级
嘉定工业区社区卫生服务中心旺泾村卫生室,嘉定工业区旺泾村1766号,121.16282893920699,31.40577649549482,一级
嘉定工业区社区卫生服务中心黎明村卫生室,嘉定工业区黎明村556号,121.17608648704407,31.399439088786686,一级
嘉定工业区社区卫生服务中心白墙村人民卫生室,嘉定工业区白墙村人民760号,121.23825323553709,31.38269779751352,一级
嘉定工业区社区卫生服务中心白墙村卫生室,嘉定工业区白墙村100号,121.20366692520551,31.403108034313195,一级
徐行镇社区卫生服务中心和桥村卫生室,徐行镇和桥村,121.32482290785012,31.418950716080733,一级
徐行镇社区卫生服务中心和桥村施庙卫生室,徐行镇和桥村施庙,121.31241703959624,31.42005606371066,一级
徐行镇社区卫生服务中心红星村卫生室,徐行镇红星村,121.31229533791233,31.43131649430269,一级
徐行镇社区卫生服务中心劳动村卫生室,徐行镇劳动村,121.31980332284044,31.44279757453192,一级
徐行镇社区卫生服务中心安新村卫生室,徐行镇安新村,121.30840594352156,31.454740378971014,一级
徐行镇社区卫生服务中心曹王村卫生室,徐行镇曹王村,121.30156870330002,31.44217334043512,一级
徐行镇社区卫生服务中心小庙村卫生室,徐行镇小庙村,121.28481581975308,31.41489918732099,一级
徐行镇社区卫生服务中心小庙村范桥卫生室,徐行镇小庙村范桥,121.28547759342858,31.41623393150489,一级
徐行镇社区卫生服务中心石皮村卫生室,徐行镇石皮村,121.25129374470716,31.42134627140368,一级
徐行镇社区卫生服务中心钱桥村朱村卫生室,徐行镇钱桥村朱村,121.26535640756899,31.43107591670232,一级
徐行镇社区卫生服务中心伏虎村联民卫生室,徐行镇伏虎村联民,121.2638559548897,31.441140631642234,一级
外冈镇社区卫生服务中心葛隆社区卫生服务站,外冈镇葛隆村690号,121.1460754169479,31.39174416017193,一级
外冈镇社区卫生服务中心大陆社区卫生服务站,外冈镇大陆村大碾路208号,121.18661939320317,31.37276597595968,一级
外冈镇社区卫生服务中心泉泾社区卫生服务站,外冈镇宝钱公路5528号,121.12468998591855,31.36951836161299,一级
外冈镇社区卫生服务中心新苑社区卫生服务站,外冈镇恒飞路516号,121.15674298900718,31.367359548057397,一级
外冈镇社区卫生服务中心佳苑社区卫生服务站,外冈镇中泉路38号,121.15111005629704,31.36637166803073,一级
外冈镇社区卫生服务中心钱门社区卫生服务站,外冈镇泉泾村时泾路543号,121.12461790291755,31.369456295416313,一级
外冈镇社区卫生服务中心施晋社区卫生服务站,外冈镇宝钱公路5005号,121.14625376500857,31.379923970254737,一级
嘉定工业区社区卫生服务中心泾河社区卫生服务站,嘉定工业区泾河村1087号,121.22464811639414,31.401399418174677,一级
嘉定工业区社区卫生服务中心赵厅社区卫生服务站,嘉定工业区赵厅村战斗868号,121.23284308178393,31.4236445400929,一级
嘉定工业区社区卫生服务中心草庵社区卫生服务站,嘉定工业区草庵村486-3号,121.20998957688147,31.45216627687991,一级
嘉定工业区社区卫生服务中心胜辛社区卫生服务站,嘉定区嘉安公路207号,121.20174577739358,31.347121633608083,一级
浦东新区川沙社区卫生服务中心七灶中心村卫生室,川沙新镇七新路256号1号楼101室,121.71005392095853,31.14024589455171,一级
浦东新区大团社区卫生服务中心,大团镇永定南路169号,121.73608443426797,30.969719794019277,一级
浦东新区大团社区卫生服务中心三墩分中心,大团镇三宣公路368号,121.75229157470667,30.993660473054486,一级
浦东新区航头社区卫生服务中心,航头镇沪南公路5395号,121.58946771791679,31.04690665748632,一级
浦东新区航头社区卫生服务中心航西分中心,航头镇航南路大治河桥东侧,121.59492567890806,31.01698842130878,一级
浦东新区六灶社区卫生服务中心,六灶镇崇溪路120号,121.70860793690252,31.11270669799875,一级
浦东新区新场社区卫生服务中心,新场镇牌楼西路58号,121.64100938286278,31.026888199020547,一级
浦东新区新场社区卫生服务中心坦直分中心,新场镇申江南路5500号,121.64128845721822,31.06876648871228,一级
上海市六人民医院东院,浦东新区南汇新城环湖西三路222号,121.9119793055199,30.901059054059633,三级
浦东新区惠南社区卫生服务中心西城社区卫生服务站,浦东新区惠南镇听悦路685弄43号,121.73378548942499,31.056578751173113,一级
上海市浦东医院第二执业点,上海市浦东新区申迪东路450弄119号上海国际旅游度假区内,121.67224345833117,31.15537083673586,二级
浦东新区张江社区卫生服务中心钱堂社区卫生服务站,浦东新区张江镇殷家滨路1105号,121.60907807826842,31.1716091203047,一级
浦东新区泥城社区卫生服务中心临港家园社区卫生服务站,临港新城主城区古棕路555弄119号楼,121.91225148238661,30.885347093919155,一级
上海交通大学医学院附属上海儿童医学中心,东方路1678号,121.51841751682531,31.20780937853279,三级
上海申东医院（限门诊结算）,严桥路306号2号楼1-3楼,121.5248022603248,31.188405307292072,一级
上海开元骨科医院,荷泽路88号,121.58602723448558,31.274422825988673,二级
上海夕阳老年护理院,奚阳路612号,121.72246618839581,31.250205414977703,一级
浦东新区南码头社区卫生服务中心临沂五村社区卫生服务站,浦东新区临沂路381弄31号,121.50596343953073,31.19259796439896,一级
浦东新区川沙社区卫生服务中心侨光社区卫生服务站,浦东新区川沙新德路390-392号,121.69198667344301,31.199415419209796,一级
浦东新区高桥社区卫生服务中心上炼社区卫生服务站,浦东新区高桥镇上炼二村105号,121.56830342241616,31.33858805013029,一级
上海市外高桥保税区医疗保健中心,外高桥保税区台北西路205号,121.60319613957911,31.32008577507646,一级
浦东新区康桥社区卫生服务中心南华城小区社区卫生服务站,康桥镇浦三路4688弄,121.54416149396326,31.122945850924523,一级
浦东新区陆家嘴社区卫生服务中心荣成社区卫生服务站,浦东大道501弄12号,121.51478311379243,31.24348943293,一级
浦东新区高东社区卫生服务中心新高苑社区卫生服务站,浦东新区高设路99号、101号、105号,121.61803142187456,31.29400132912659,一级
浦东新区曹路社区卫生服务中心阳光苑社区卫生服务站,浦东新区民区路9号,121.64616899624374,31.274685697967456,一级
浦东新区周浦社区卫生服务中心东南社区卫生服务站,周浦镇东南二村小花园内,121.57925031335024,31.11398155449513,一级
浦东新区迎博社区卫生服务中心新里程社区卫生服务站,浦东新区盛苑路667号,121.52368288685446,31.161367111314263,一级
浦东新区高桥社区卫生服务中心永久社区卫生服务站,浦东新区季景路259弄31号,121.58481914360496,31.33887238554091,一级
浦东新区沪东社区卫生服务中心船舶社区卫生服务站,浦东新区长岛路85弄72号甲,121.57454038433127,31.27078362999416,一级
浦东新区花木社区卫生服务中心培花社区卫生服务站,浦东新区芳华路689号,121.55929957899764,31.198781763597783,一级
浦东新区张江社区卫生服务中心香楠社区卫生服务站,浦东新区香楠路258号,121.60910519218547,31.218439939272077,一级
浦东新区康桥社区卫生服务中心周康小区社区卫生服务站,康桥镇康沈路400号,121.56669521867661,31.142192786620164,一级
上海市浦东新区三林康德社区卫生服务中心,上海市浦东新区和佳路17号,121.50789764300957,31.1291196497055,一级
上海长安医院,浦东新区惠南镇南团公路8号,121.75887538127579,31.04379642535373,一级
浦东新区洋泾社区卫生服务中心民生路社区卫生服务站,民生路499号,121.53842414954869,31.241377750548416,一级
浦东新区眼病牙病防治所,浦东新区惠南镇文化路222号,121.7498070901627,31.05423354096646,二级
浦东新区康桥社区卫生服务中心横沔分中心,浦东新区康桥镇横沔新镇拯安路58号,121.61216960877844,31.142650059137324,一级
浦东新区花木社区卫生服务中心东城社区卫生服务站,浦东新区东绣路1011号,121.5327017330325,31.20262147939473,一级
上海徐浦中医医院（限门诊）,上南路4091号,121.50404027424182,31.14869778532718,一级
上海国医馆中医门诊部,浦东大道2188号1楼、2楼,121.54661202712138,31.251811607345847,一级
上海广德中医门诊部,浦东新区浦东南路3670、3674、3678、3680号、3682号、3684号,121.49991992066745,31.191120721370034,一级
上海平复堂中医门诊部,听悦路647号-649号（二层）、651-657号,121.73425817538434,31.05921801758385,一级
上海江东医院,金桥路300号,121.5669452880174,31.267004551282696,二级
上海明德五官科医院,乳山路235弄25号1-7楼,121.52247730390792,31.240679098499715,二级
浦东新区高行社区卫生服务中心华高新村社区卫生服务站,巨峰路997弄86号-89号,121.612405887416,31.28235508229024,一级
浦东新区迎博社区卫生服务中心世博家园社区卫生服务站,浦东新区大道站路94弄67号,121.53228493851934,31.161096410390094,一级
浦东新区沪东社区卫生服务中心伟三社区卫生服务站,东波路585弄109号,121.58336946211115,31.286815641311566,一级
浦东新区金杨社区卫生服务中心博山社区卫生服务站,博山东路116号,121.55916995603653,31.251544837511005,一级
